kanji,num,meanings,radicals,kanji_in_theme_meaning,theme,subtheme
白,1630,white,,white,Physical_Attributes_and_Properties,Colours
伯,1631,chief:count:earl:uncle:Brazil,白亻,"aunt, uncle",People,Family
拍,1632,clap:beat (music),白扌,"clap, beat (music)",Human_activities,Culture
泊,1633,overnight stay:put up at:ride at anchor,白氵,,,
迫,1634,urge:force:imminent:spur on,白辶,,,
剝,1635,,,,,
舶,1636,liner:ship,白舟,oceangoing ship,Artificial_Structures_and_Products,Vehicles_and_Machines
博,1637,Dr.:command:esteem:win acclaim:Ph.D.:exposition:fair,丶十寸田,,,
薄,1638,dilute:thin:weak (tea):pampas grass,丶十寸田氵艹,dilute or thin,Physical_Attributes_and_Properties,Miscellaneous_properties
麦,1639,barley:wheat,夂,barley or wheat,Food_and_Drink,
漠,1640,vague:obscure:desert:wide,大日氵艹,desert,Nature,Land_and_Topography
縛,1641,truss:arrest:bind:tie:restrain,丶十寸田糸,,,
爆,1642,bomb:burst open:pop:split,｜八日水火井,,,
箱,1643,box:chest:case:bin:railway car,木目竹,box,Artificial_Structures_and_Products,Miscellaneous_Manufactured_Items
箸,1644,chopsticks,日竹老,chopsticks,Artificial_Structures_and_Products,Miscellaneous_Manufactured_Items
畑,1645,farm:field:garden:one's specialty:(kokuji),火田,field,Nature,Land_and_Topography
肌,1646,texture:skin:body:grain,几月,skin,Body,Body_General
八,1647,eight:eight radical (no. 12),,8,Numbers,
鉢,1648,bowl:rice tub:pot:crown,木金,bowl,Artificial_Structures_and_Products,Miscellaneous_Manufactured_Items
発,1649,departure:discharge:publish:emit:start from:disclose:counter for gunshots,二儿癶,,,
髪,1650,hair of the head,夂彡長髟,hair,Body,Head_and_Neck
伐,1651,fell:strike:attack:punish,戈亻,attack or punish,Human_activities,War
抜,1652,slip out:extract:pull out:pilfer:quote:remove:omit,亠又夂扌,,,
罰,1653,penalty:punishment,网言刂,,,
閥,1654,clique:lineage:pedigree:faction:clan,戈門亻,,,
反,1655,anti-,厂又,,,
半,1656,half:middle:odd number:semi-:part-,｜二十丷,half,Numbers,Counting_&_Sequence
氾,1657,spread out:wide,乙卩氵,,,
犯,1658,crime:sin:offense,乙卩犭,,,
帆,1659,sail,丶几巾,sail,Artificial_Structures_and_Products,Miscellaneous_Manufactured_Items
汎,1660,pan-,丶几氵,,,
伴,1661,consort:accompany:bring with:companion,｜二十亻丷,,,
判,1662,judgement:signature:stamp:seal,｜二十丷刂,,,
坂,1663,slope:incline:hill,厂又土,slope,Nature,Land_and_Topography
阪,1664,heights:slope,厂又阝.,,,
板,1665,plank:board:plate:stage,厂又木,board or plate,Artificial_Structures_and_Products,Miscellaneous_Manufactured_Items
版,1666,printing block:printing plate:edition:impression:label,厂又片,,,
班,1667,squad:corps:unit:group,厂土玉,,,
畔,1668,paddy ridge:levee,｜二十田丷,levee,Nature,Land_and_Topography
般,1669,carrier:carry:all:general:sort:kind,殳舟,,,
販,1670,marketing:sell:trade,厂又貝,marketing,Human_activities,Money_and_Commerce
斑,1671,spot:blemish:speck:patches,文玉,,,
飯,1672,meal:boiled rice,厂又食,"cooked rice, meal",Food_and_Drink,
搬,1673,conveyor:carry:transport,殳舟扌,to transport,Directions_and_Spatial_Relationships,Movement
煩,1674,anxiety:trouble:worry:pain:ill:annoy:nuisance:irksome,火貝頁,"anxiety, annoyance",Emotions_and_Senses,Emotions
頒,1675,distribute:disseminate:partition:understand,八刀貝頁,,,
範,1676,pattern:example:model,乙卩竹車,,,
繁,1677,luxuriant:thick:overgrown:frequency:complexity:trouble,攴毋糸,,,
藩,1678,clan:enclosure,田米釆氵艹,,,
晩,1679,nightfall:night,儿日免,evening,Time,Divisions_of_the_Day
番,1680,turn:number in a series,田米釆,numerical order,Numbers,Counting_&_Sequence
蛮,1681,barbarian,亠虫,,,
盤,1682,tray:shallow bowl:platter:tub:board:phonograph record,殳皿舟,board or disk,Artificial_Structures_and_Products,Miscellaneous_Manufactured_Items
比,1683,compare:race:ratio:Philippines,,,,
皮,1684,pelt:skin:hide:leather:skin radical (no. 107),又,skin,Body,Body_General
妃,1685,queen:princess,女己,"princess, queen",People,Roles_and_status
否,1686,negate:no:noes:refuse:decline:deny,丿口,,,
批,1687,criticism:strike,比扌,,,
彼,1688,he:that:the,又彳皮,he,People,General
披,1689,expose:open,又皮扌,,,
肥,1690,fertilizer:get fat:fertile:manure:pamper,月巴,,,
非,1691,un-:mistake:negative:injustice:non-,,,,
卑,1692,lowly:base:vile:vulgar,十田,,,
飛,1693,fly:skip (pages):scatter,,,,
疲,1694,exhausted:tire:weary,又疒皮,tired,Body,Health
秘,1695,secret:conceal,丶丿心禾,,,
被,1696,incur:cover:veil:brood over:shelter:wear:put on:be exposed (film):receiving,又皮衤,,,
悲,1697,grieve:sad:deplore:regret,心非,,,
扉,1698,front door:title page:front page,戸非,,,
費,1699,expense:cost:spend:consume:waste,｜弓貝,expense,Human_activities,Money_and_Commerce
碑,1700,tombstone:monument,十口田石,,,
罷,1701,quit:stop:leave:withdraw:go,匕厶月网,,,
避,1702,evade:avoid:avert:ward off:shirk:shun,十口尸立辛辶,,,
尾,1703,tail:end:counter for fish:lower slope of mountain,尸毛,tail,Nature,Animals
眉,1704,eyebrow,｜尸目,eyebrow,Body,Head_and_Neck
美,1705,beauty:beautiful,大玉羊丷,,,
備,1706,equip:provision:preparation,厂用亻艹,,,
微,1707,delicate:minuteness:insignificance,山彳攴,delicate,Physical_Attributes_and_Properties,Miscellaneous_properties
鼻,1708,nose:snout,廾田自,nose,Body,Head_and_Neck
膝,1709,knee:lap,月木水个,knee,Body,Limbs
肘,1710,elbow:arm,寸月,elbow,Body,Limbs
匹,1711,equal:head:counter for small animals:roll of cloth,儿匚,counter for animals,Numbers,Counters
必,1712,invariably:certain:inevitable,丿心,,,
泌,1713,ooze:flow:soak in:penetrate:secrete,丶丿心氵,,,
筆,1714,writing brush:writing:painting brush:handwriting,竹聿,"writing, brush",Human_activities,Language_and_Communication
姫,1715,princess,女臣,princess,People,Roles_and_status
百,1716,hundred,白,100,Numbers,
氷,1717,icicle:ice:hail:freeze:congeal,丶水,ice,Nature,Natural_Substances
表,1718,surface:table:chart:diagram,士衣,express,Human_activities,Language_and_Communication
俵,1719,bag:bale:sack:counter for bags,士衣亻,straw bag or sack,Artificial_Structures_and_Products,Miscellaneous_Manufactured_Items
票,1720,ballot:label:ticket:sign,示襾,,,
評,1721,evaluate:criticism:comment,｜二言丷,,,
漂,1722,drift:float (on liquid),示襾氵,,,
標,1723,signpost:seal:mark:stamp:imprint:symbol:emblem:trademark:evidence:souvenir:target,木示襾,,,
苗,1724,seedling:sapling:shoot,田艹,seedling,Nature,Plants_and_Trees
秒,1725,second (1/60 minute),丿小禾,second,Time,Divisions_of_the_Day
病,1726,ill:sick,人冂疒,illness,Body,Health
描,1727,sketch:compose:write:draw:paint,田扌艹,,,
猫,1728,cat,田犭艹,cat,Nature,Animals
品,1729,goods:refinement:dignity:article:counter for meal courses,口,article,Artificial_Structures_and_Products,Miscellaneous_Manufactured_Items
浜,1730,seacoast:beach:seashore,八斤氵,beach,Nature,Land_and_Topography
貧,1731,poverty:poor,八刀貝,,,
賓,1732,V.I.P.:guest,丿宀小貝,"guest, VIP",People,Roles_and_status
頻,1733,repeatedly:recur,丿小止貝頁,,,
敏,1734,cleverness:agile:alert,攴毋,,,
瓶,1735,bottle:vial:jar:jug:vat:urn,瓦丷,bottle or jar,Artificial_Structures_and_Products,Miscellaneous_Manufactured_Items
不,1736,negative:non-:bad:ugly:clumsy,｜丶丿,,,
夫,1737,husband:man,二人大,husband or man,People,Roles_and_status
父,1738,father,,father,People,Family
付,1739,adhere:attach:refer to:append,寸亻,,,
布,1740,linen:cloth:spread:distribute,丿巾,,,
扶,1741,aid:help:assist,二人大扌,,,
府,1742,borough:urban prefecture:govt office:representative body:storehouse,寸广亻,,,
怖,1743,dreadful:be frightened:fearful,丿巾忄,dread,Emotions_and_Senses,Emotions
阜,1744,hill:mound:left village radical (no. 170),十,hill,Nature,Land_and_Topography
附,1745,affixed:attach:refer to:append,寸亻阝.,,,
訃,1746,obituary,卜言,obituary,Human_activities,Language_and_Communication
負,1747,defeat:negative:-:minus:bear:owe:assume a responsibility,勹貝,,,
赴,1748,proceed:get:become:tend,卜土走,to visit,Directions_and_Spatial_Relationships,Movement
浮,1749,floating:float:rise to surface,子爪氵,,,
婦,1750,lady:woman:wife:bride,冖女巾彐,wife or lady,People,Roles_and_status
符,1751,token:sign:mark:tally:charm,寸竹亻,,,
富,1752,wealth:enrich:abundant,口宀田,rich,Human_activities,Money_and_Commerce
普,1753,universal:wide(ly):generally:Prussia,｜二日丷,,,
腐,1754,rot:decay:sour,寸广肉亻,,,
敷,1755,spread:pave:sit:promulgate,丶十攴方田,,,
膚,1756,skin:body:grain:texture:disposition,匕卜厂月田虍,skin,Body,Body_General
賦,1757,levy:ode:prose:poem:tribute:installment,弋止貝,installment or levy,Human_activities,Money_and_Commerce
譜,1758,musical score:music:note:staff:table:genealogy,｜二日言丷,,,
侮,1759,scorn:despise:make light of:contempt,毋亻,,,
武,1760,warrior:military:chivalry:arms,弋止,military,Human_activities,War
部,1761,section:bureau:dept:class:copy:part:portion:counter for copies of a newspaper or magazine,口立.阝,,,
舞,1762,dance:flit:circle:wheel,｜丿二夕舛無,,,
封,1763,seal:closing,土寸,,,
風,1764,wind:air:style:manner,丿冂虫,wind,Nature,Weather
伏,1765,prostrated:bend down:bow:cover:lay (pipes),犬亻,,,
服,1766,clothing:admit:obey:discharge,卩又月,,,
副,1767,vice-:assistant:aide:duplicate:copy,口田刂,,,
幅,1768,hanging scroll:width,口巾田,width,Physical_Attributes_and_Properties,Form_and_Shape
復,1769,restore:return to:revert:resume,夂彳日,,,
福,1770,blessing:fortune:luck:wealth,口田礻,,,
腹,1771,abdomen:belly:stomach,夂日月,stomach,Body,Torso_and_organs
複,1772,duplicate:double:compound:multiple,夂日衤,,,
覆,1773,capsize:cover:shade:mantle:be ruined,夂彳日襾,,,
払,1774,pay:clear out:prune:banish:dispose of,厶扌,pay,Human_activities,Money_and_Commerce
沸,1775,seethe:boil:ferment:uproar:breed,｜丿弓氵,,,
仏,1776,Buddha:the dead:France,厶亻,Buddha,Human_activities,Religion_and_the_Supernatural_World
物,1777,thing:object:matter,勹牛勿,,,
粉,1778,flour:powder:dust,刀米丷,flour,Food_and_Drink,
紛,1779,distract:be mistaken for:go astray:divert,八刀糸,confusion,Emotions_and_Senses,Emotions
雰,1780,atmosphere:fog,八刀雨,,,
噴,1781,erupt:spout:emit:flush out,十口貝艹,,,
墳,1782,tomb:mound,十土貝艹,,,
憤,1783,aroused:resent:be indignant:anger,十貝忄艹,indignation,Emotions_and_Senses,Emotions
奮,1784,stirred up:be invigorated:flourish,大田隹,,,
分,1785,part:minute of time:segment:share:degree:one's lot:duty:understand:know:rate:1%:chances:shaku/100,八刀,minute,Time,Divisions_of_the_Day
文,1786,sentence:literature:style:art:decoration:figures:plan:literary radical (no. 67),,text,Human_activities,Language_and_Communication
聞,1787,hear:ask:listen,耳門,ask,Human_activities,Language_and_Communication
丙,1788,third class:3rd:3rd calendar sign,人冂,third,Numbers,Counting_&_Sequence
平,1789,even:flat:peace,干丷,,,
兵,1790,soldier:private:troops:army:warfare:strategy:tactics,八斤,,,
併,1791,join:get together:unite:collective,｜丿二廾亻丷,,,
並,1792,row:and:besides:as well as:line up:rank with:rival:equal,｜二丷,line up,Physical_Attributes_and_Properties,Form_and_Shape
柄,1793,design:pattern:build:nature:character:handle:crank:grip:knob:shaft,人冂木,"design, pattern",Physical_Attributes_and_Properties,Form_and_Shape
陛,1794,highness:steps (of throne),土比阝.,,,
閉,1795,closed:shut,丿亅門,,,
塀,1796,fence:wall:(kokuji),｜丿二八土尸廾,,,
幣,1797,cash:bad habit:humble prefix:gift:Shinto offerings of cloth:rope:cut paper,冂巾攴丷,currency,Human_activities,Money_and_Commerce
弊,1798,abuse:evil:vice:breakage,｜冂巾廾攴丷尚,,,
蔽,1799,cover:shade:mantle:capsize:be ruined,｜冂巾攴丷尚艹,,,
餅,1800,mochi rice cake,｜丿二廾食丷,rice cake,Food_and_Drink,
米,1801,rice:USA:metre,,rice,Food_and_Drink,
壁,1802,wall:lining (stomach):fence,十口土尸立辛,,,
璧,1803,sphere:ball,十口尸玉立辛,,,
癖,1804,mannerism:habit:vice:trait:fault:kink,十口尸疒立辛,,,
別,1805,separate:branch off:diverge:fork:another:extra:specially,力口刂,,,
蔑,1806,ignore:despise:neglect:ridicule,丿戈网艹,contempt,Emotions_and_Senses,Emotions
片,1807,one-sided:leaf:sheet:right-side kata radical (no. 91),,,,
辺,1808,environs:boundary:border:vicinity,刀辶,,,
返,1809,return:answer:fade:repay,厂又辶,,,
変,1810,unusual:change:strange,亠夂,,,
偏,1811,partial:side:left-side radical:inclining:biased,｜冂戸亻冊,,,
遍,1812,everywhere:times:widely:generally,｜冂戸辶冊,,,
編,1813,compilation:knit:plait:braid:twist:editing:completed poem:part of a book,｜冂戸糸冊,,,
弁,1814,valve:petal:braid:speech:dialect:discrimination:dispose of:distinguish:conical cap,厶廾,,,
便,1815,convenience:facility:excrement:feces:letter:chance,｜丿日田亻,faeces,Body,Bodily_Functions
勉,1816,exertion:endeavour:encourage:strive:make effort:diligent,儿力免,,,
歩,1817,walk:counter for steps,丿小止,walk,Body,Actions
保,1818,protect:guarantee:keep:preserve:sustain:support,口木亻,,,
哺,1819,nurse:suckle,丶十口用,suckle,Body,Bodily_Functions
捕,1820,catch:capture,丶十用扌,,,
補,1821,supplement:supply:make good:offset:compensate:assistant:learner,丶十用衤,,,
舗,1822,shop:store:pave,丶十口土用个,,,
母,1823,mother,,mother,People,Family
募,1824,recruit:campaign:gather (contributions):enlist:grow violent,力大日艹,,,
墓,1825,grave:tomb,土大日艹,,,
慕,1826,pining:yearn for:love dearly:adore,大心日艹,adoration or reverence,Emotions_and_Senses,Emotions
暮,1827,evening:twilight:season's end:livelihood:make a living:spend time,大日艹,sunset,Time,Divisions_of_the_Day
簿,1828,register:record book,丶十寸田竹氵,,,
方,1829,direction:person:alternative,,honorable person,People,Roles_and_status
包,1830,wrap:pack up:cover:conceal,勹己,,,
芳,1831,perfume:balmy:favorable:fragrant,方艹,fragrant,Emotions_and_Senses,Senses
邦,1832,home country:country:Japan,丿二.阝,,,
奉,1833,observance:offer:present:dedicate,｜丿二人大,,,
宝,1834,treasure:wealth:valuables,丶宀玉,treasure or wealth,Human_activities,Money_and_Commerce
抱,1835,embrace:hug:hold in arms,勹己扌,,,
放,1836,set free:release:fire:shoot:emit:banish:liberate,攴方,,,
法,1837,method:law:rule:principle:model:system,厶土氵,,,
泡,1838,bubbles:foam:suds:froth,勹己氵,,,
胞,1839,placenta:sac:sheath,勹己月,,,
俸,1840,stipend:salary,｜丿二人大亻,salary,Human_activities,Money_and_Commerce
倣,1841,emulate:imitate,攴方亻,,,
峰,1842,summit:peak,｜夂山,mountain or peak,Nature,Land_and_Topography
砲,1843,cannon:gun,勹口己石,,,
崩,1844,crumble:die:demolish:level,山月,,,
訪,1845,call on:visit:look up:offer sympathy,方言,,,
報,1846,report:news:reward:retribution,亠十卩又土立辛,inform,Human_activities,Language_and_Communication
蜂,1847,bee:wasp:hornet,｜夂虫,bee,Nature,Animals
豊,1848,bountiful:excellent:rich,｜口日豆丷,,,
飽,1849,sated:tired of:bored:satiate,勹己食,,,
褒,1850,praise:extol,亠口小衣亻,,,
縫,1851,sew:stitch:embroider,｜夂糸辶,to sew,Artificial_Structures_and_Products,Clothing_and_Textiles
亡,1852,deceased:the late:dying:perish,亠,,,
乏,1853,destitution:scarce:limited,丶丿乙亠,,,
忙,1854,busy:occupied:restless,亠忄亡,,,
坊,1855,boy:priest's residence:priest,土方,"boy, sonny",People,General
妨,1856,disturb:prevent:hamper:obstruct,女方,,,
忘,1857,forget,亠心亡,,,
防,1858,ward off:defend:protect:resist,方阝.,,,
房,1859,tassel:tuft:fringe:bunch:lock (hair):segment (orange):house:room,戸方,,,
肪,1860,obese:fat,方月,,,
某,1861,so-and-so:one:a certain:that person,木甘,,,
冒,1862,risk:face:defy:dare:damage:assume (a name),日目,,,
剖,1863,divide,口立刂,"to halve, split in two",Numbers,Calculations
紡,1864,spinning,方糸,to spin or weave,Artificial_Structures_and_Products,Clothing_and_Textiles
望,1865,ambition:full moon:hope:desire:aspire to:expect,月玉亡,,,
傍,1866,bystander:side:besides:while:nearby:third person,亠冖方立亻丷,,,
帽,1867,cap:headgear,巾日目,hat,Artificial_Structures_and_Products,Clothing_and_Textiles
棒,1868,rod:stick:cane:pole:club:line,｜丿二人大木,rod,Artificial_Structures_and_Products,Miscellaneous_Manufactured_Items
貿,1869,trade:exchange,刀厶貝,trade,Human_activities,Money_and_Commerce
貌,1870,form:appearance:countenance,儿白豸,,,
暴,1871,outburst:rave:fret:force:violence:cruelty:outrage,｜二八日水井,violent rage,Emotions_and_Senses,Emotions
膨,1872,swell:get fat:thick,十口土彡月豆丷,,,
謀,1873,conspire:cheat:impose on:plan:devise:scheme:have in mind:deceive,木甘言,,,
頰,1874,cheeks:jaw,,,,
北,1875,north,匕爿,North,Directions_and_Spatial_Relationships,
木,1876,tree:wood,,wood,Nature,Plants_and_Trees
朴,1877,crude:simple:plain:docile,卜木,,,
牧,1878,breed:care for:shepherd:feed:pasture,攴牛,pasture,Nature,Land_and_Topography
睦,1879,intimate:friendly:harmonious,儿土目,,,
僕,1880,me:I (male):servant:manservant,玉羊亻丷,I or me,People,General
墨,1881,black ink:India ink:ink stick:Mexico,土里黒灬,,,
撲,1882,slap:strike:hit:beat:tell:speak,人玉羊丷扌,,,
没,1883,drown:sink:hide:fall into:disappear:die,殳氵,,,
勃,1884,suddenness:rise,冖力十子,,,
堀,1885,ditch:moat:canal,｜土尸山,ditch,Nature,Land_and_Topography
本,1886,book:present:main:origin:true:real:counter for long cylindrical things,木,book,Human_activities,Language_and_Communication
奔,1887,run:bustle,丿十大廾,,,
翻,1888,flip:turn over:wave:flutter:change (mind),冫田米羽釆,,,
凡,1889,commonplace:ordinary:mediocre,丶几,,,
盆,1890,basin:lantern festival:tray,八刀皿,basin or tray,Artificial_Structures_and_Products,Miscellaneous_Manufactured_Items
麻,1891,hemp:flax:numb,广木,flax or hemp,Nature,Plants_and_Trees
摩,1892,chafe:rub:polish:grind:scrape,广手木麻,,,
磨,1893,grind:polish:scour:improve:brush (teeth),口广木石麻,,,
魔,1894,witch:demon:evil spirit,儿匕广木田鬼麻,demon,Human_activities,Religion_and_the_Supernatural_World
毎,1895,every,毋,every,Numbers,Counting_&_Sequence
妹,1896,younger sister,｜二亠八女木,younger sister,People,Family
枚,1897,sheet of...:counter for flat thin objects or sheets,攴木,counter for flat things,Numbers,Counters
昧,1898,dark:foolish,｜二亠八日木,,,
埋,1899,bury:be filled up:embedded,土里,,,
幕,1900,curtain:bunting:act of play,大巾日艹,curtain,Artificial_Structures_and_Products,Miscellaneous_Manufactured_Items
膜,1901,membrane,大日月艹,,,
枕,1902,pillow,丿乙冖尢木,pillow,Artificial_Structures_and_Products,Miscellaneous_Manufactured_Items
又,1903,or again:furthermore:on the other hand,,,,
末,1904,end:close:tip:powder:posterity,｜亠八木,,,
抹,1905,rub:paint:erase,｜亠八木扌,,,
万,1906,"ten thousand:10,000",｜丿,"10,000",Numbers,
満,1907,full:fullness:enough:satisfy,｜二冂山氵,,,
慢,1908,ridicule:laziness,又日网忄,,,
漫,1909,cartoon:involuntarily:unrestrained:in spite of oneself:corrupt,又日网氵,,,
未,1910,un-:not yet:hitherto:still:even now:sign of the ram:1-3PM:eighth sign of Chinese zodiac,｜二亠八木,,,
味,1911,flavor:taste,｜二亠八口木,,,
魅,1912,fascination:charm:bewitch,｜二亠儿八匕木田鬼,,,
岬,1913,headland:cape:spit:promontory,｜山日田,headland,Nature,Land_and_Topography
密,1914,secrecy:density (pop):minuteness:carefulness,丶丿宀山心,,,
蜜,1915,honey:nectar:molasses,丶丿宀心虫,honey,Food_and_Drink,
脈,1916,vein:pulse:hope,厂斤月,vein,Body,Body_General
妙,1917,exquisite:strange:queer:mystery:miracle:excellent:delicate:charming,丿女小,,,
民,1918,people:nation:subjects,口氏,people,People,General
眠,1919,sleep:die:sleepy,口氏目,sleep,Body,Bodily_Functions
矛,1920,halberd:arms:festival float,マ,,,
務,1921,task:duties,力夂矛,,,
無,1922,nothingness:none:ain't:nothing:nil:not,｜丿灬,,,
夢,1923,dream:vision:illusion,冖夕网艹,dream,Body,Bodily_Functions
霧,1924,fog:mist,力夂矛雨,fog,Nature,Weather
娘,1925,daughter:girl,女艮,daughter,People,Family
名,1926,name:noted:distinguished:reputation,口夕,name,People,Family
命,1927,fate:command:decree:destiny:life:appoint,卩口个,,,
明,1928,bright:light,日月,light,Nature,Weather
迷,1929,astray:be perplexed:in doubt:lost:err:illusion,米辶,confusion,Emotions_and_Senses,Emotions
冥,1930,dark,亠八冖日,dark,Nature,Weather
盟,1931,alliance:oath,日月皿,,,
銘,1932,inscription:signature (of artisan),口夕金,,,
鳴,1933,chirp:cry:bark:sound:ring:echo:honk,口鳥灬,,,
滅,1934,destroy:ruin:overthrow:perish,丿戈火氵,,,
免,1935,excuse:dismissal,｜儿勹口,,,
面,1936,mask:face:features:surface,,,,
綿,1937,cotton,巾白糸,cotton,Artificial_Structures_and_Products,Clothing_and_Textiles
麺,1938,noodles:wheat flour,夂面麥,noodles,Food_and_Drink,
茂,1939,overgrown:grow thick:be luxuriant,丿戈艹,,,
模,1940,imitation:copy:mock,大日木艹,pattern,Physical_Attributes_and_Properties,Form_and_Shape
毛,1941,fur:hair:feather:down,,fur,Nature,Animals
妄,1942,delusion:unnecessarily:without authority:reckless,亠女亡,,,
盲,1943,blind:blind man:ignoramus,亠目亡,blind,Emotions_and_Senses,Senses
耗,1944,decrease,｜八士木毛耒,to consume,Numbers,Calculations
猛,1945,fierce:rave:rush:become furious:wildness:strength,子皿犭,,,
網,1946,netting:network,冂糸丷亡,net,Artificial_Structures_and_Products,Miscellaneous_Manufactured_Items
目,1947,eye:class:look:insight:experience:care:favor,,eye,Body,Head_and_Neck
黙,1948,silence:become silent:stop speaking:leave as is,犬里黒灬,,,
門,1949,gate:counter for cannons,,,,
紋,1950,family crest:figures,文糸,,,
問,1951,question:ask:problem,口門,question,Human_activities,Language_and_Communication
冶,1952,melting:smelting,冫厶口,,,
夜,1953,night:evening,亠夕亻,night,Time,Divisions_of_the_Day
野,1954,plains:field:rustic:civilian life,亅矛里,field,Nature,Land_and_Topography
弥,1955,all the more:increasingly,丿亅小弓,,,
厄,1956,unlucky:misfortune:bad luck:disaster,卩厂,,,
役,1957,duty:war:campaign:drafted labor:office:service:role,彳殳,,,
約,1958,promise:approximately:shrink,丶勹糸,,,
訳,1959,translate:reason:circumstance:case,丶尸言,,,
薬,1960,medicine:chemical:enamel:gunpowder:benefit,冫日木艹,drug,Body,Health
躍,1961,leap:dance:skip,口彐足隹,,,
闇,1962,get dark:gloom:disorder,日立門音,dark,Nature,Weather
由,1963,wherefore:a reason,｜日田,,,
油,1964,oil:fat,｜日田氵,oil,Nature,Natural_Substances
喩,1965,metaphor:compare,口月个刂,,,
愉,1966,pleasure:happy:rejoice,月个刂忄,,,
諭,1967,rebuke:admonish:charge:warn:persuade,月言个刂,,,
輸,1968,transport:send:be inferior,月車个刂,,,
癒,1969,healing:cure:quench (thirst):wreak,心月疒个刂,heal,Body,Health
唯,1970,solely:only:merely:simply,口隹,,,
友,1971,friend,丿又,friend,People,Roles_and_status
有,1972,possess:have:exist:happen:occur:approx,丿月,,,
勇,1973,courage:cheer up:be in high spirits:bravery:heroism,力田マ,,,
幽,1974,seclude:confine to a room:deep:profound:secluded:faint:dark:tranquil:calm,｜凵幺,dark or hidden,Human_activities,Religion_and_the_Supernatural_World
悠,1975,permanence:distant:long time:leisure,｜夂心攴亻,,,
郵,1976,mail:stagecoach stop,｜丿.阝,,,
湧,1977,boil:ferment:seethe:uproar:breed,力田マ氵,,,
猶,1978,furthermore:still:yet,酉丷犭,,,
裕,1979,abundant:rich:fertile,八口谷个衤,,,
遊,1980,play,子方辶,,,
雄,1981,masculine:male:hero:leader:superiority:excellence,丿厶隹,,,
誘,1982,entice:lead:tempt:invite:ask:call for:seduce:allure,禾言乃,,,
憂,1983,melancholy:grieve:lament:be anxious:sad:unhappy,冖夂心自,worry,Emotions_and_Senses,Emotions
融,1984,dissolve:melt,儿冂口虫鬲,,,
優,1985,tenderness:excel:surpass:actor:superiority:gentleness,冖夂心白亻,,,
与,1986,bestow:participate in:give:award:impart:provide:cause:gift:godsend,勹卜,,,
予,1987,beforehand:previous:myself:I,亅マ,,,
余,1988,too much:myself:surplus:other:remainder,亅二八示个,,,
誉,1989,reputation:praise:honor:glory,言丷尚,,,
預,1990,deposit:custody:leave with:entrust to,亅欠貝頁マ,,,
幼,1991,infancy:childhood,力幺,,,
用,1992,utilize:business:service:use:employ,,,,
羊,1993,sheep,玉丷,sheep,Nature,Animals
妖,1994,attractive:bewitching:calamity,丿大女,goblin or yōkai,Human_activities,Religion_and_the_Supernatural_World
洋,1995,ocean:sea:foreign:Western style,玉羊丷氵,ocean,Nature,Land_and_Topography
要,1996,need:main point:essence:pivot:key to,女襾,,,
容,1997,contain:form:looks,八口宀穴谷个,,,
庸,1998,commonplace:ordinary:employment,广彐用聿,,,
揚,1999,raise:elevate:hoist:praise:extol:fry in deep fat,日扌勿,to fry,Food_and_Drink,Cooking
揺,2000,swing:shake:sway:rock:tremble:vibrate,凵干爪缶扌,,,
葉,2001,leaf:plane:lobe:needle:blade:spear:counter for flat things:fragment:piece,木艹世,leaf,Nature,Plants_and_Trees
陽,2002,sunshine:yang principle:positive:male:heaven:daytime,日阝.勿,Yang principle,Human_activities,Religion_and_the_Supernatural_World
溶,2003,melt:dissolve:thaw,八口宀穴谷个氵,,,
腰,2004,loins:hips:waist:low wainscoting,女月襾,waist,Body,Torso_and_organs
様,2005,Esq.:way:manner:situation:polite suffix,木水玉羊丷,,,
瘍,2006,swelling:boil:tumor,丿勹日疒,ulcer,Body,Health
踊,2007,jump:dance:leap:skip,口用足マ,jump,Body,Actions
窯,2008,kiln:oven:furnace,儿宀玉穴羊丷灬,kiln or stove,Artificial_Structures_and_Products,Miscellaneous_Manufactured_Items
養,2009,foster:bring up:rear:develop:nurture,玉羊食丷,,,
擁,2010,hug:embrace:possess:protect:lead,亠隹扌,,,
謡,2011,song:sing:ballad:noh chanting,凵干爪缶言,"song, noh chant",Human_activities,Culture
曜,2012,weekday,彐日隹,day of week,Time,Divisions_of_the_Year
抑,2013,repress:well:now:in the first place:push:shove:press:seal:do in spite of,卩扌,,,
沃,2014,fertility,丿大氵,,,
浴,2015,bathe:be favored with:bask in,八口谷个氵,,,
欲,2016,longing:covetousness:greed:passion:desire:craving,八口欠谷个,desire,Emotions_and_Senses,Emotions
翌,2017,the following:next,冫立羽,the following,Numbers,Counting_&_Sequence
翼,2018,wing:plane:flank,｜二八冫田羽井,wing,Nature,Animals
拉,2019,Latin:kidnap:crush,立扌,,,
裸,2020,naked:nude:uncovered:partially clothed,木田衤,,,
羅,2021,gauze:thin silk:Rome:arrange:spread out,糸网隹,,,
来,2022,come:due:next:cause:become,｜二亠木米,to come,Directions_and_Spatial_Relationships,Movement
雷,2023,thunder:lightning bolt,田雨,thunder,Nature,Weather
頼,2024,trust:request,｜八口木貝頁,,,
絡,2025,entwine:coil around:get caught in,口夂糸,,,
落,2026,fall:drop:come down:village:hamlet,口夂氵艹,to fall,Directions_and_Spatial_Relationships,Movement
酪,2027,dairy products:whey:broth:fruit juice,口夂酉,dairy products,Food_and_Drink,
